FIN-ID #,ORGANIZATION,NAME OF EVENT,DATE,VENUE,AWARDED,TRANSACTION ID,UPDATED,
22367,Triton Tails - Furries at UC San Diego,Howloween: Artist Alley & Furry Festival!,20241019T00:00:00Z                 10/19/2024 12:00 AM,Student Services Center: Multipurpose Room & Town Square,"$2,000.00",,20240614T23:39:30Z                     6/14/2024 11:39:30 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22368,Healthy Skin Initiative (HSI),HSI GBM #1,20241003T00:00:00Z                 10/03/2024 12:00 AM,Price Center - Bear Room,$59.70,,20240903T15:24:14Z                     9/3/2024 3:24:14 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22369,Project RISHI,Project RISHI Info Session #1,20241006T00:00:00Z                 10/06/2024 12:00 AM,Student Center - Dolores Huerta - Philip Vera Cruz Room,$296.31,,20240903T15:59:18Z                     9/3/2024 3:59:18 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22370,Project RISHI,Project RISHI Info Session #2,20241010T00:00:00Z                 10/10/2024 12:00 AM,Price Center Warren College Room,$296.31,,20240903T16:12:56Z                     9/3/2024 4:12:56 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22372,Engineers Without Borders at UC San Diego,EWB Fall 2024 GBM,20241001T00:00:00Z                 10/01/2024 12:00 AM,Bear Room and Red Shoe Room,$540.91,,20240903T15:10:00Z                     9/3/2024 3:10:00 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22373,Phi Sigma Pi,PSP Rush FA24 - 'ZA Night,20241008T00:00:00Z                 10/08/2024 12:00 AM,Ballroom West A,$69.99,,20240903T16:01:41Z                     9/3/2024 4:01:41 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22374,Circle K. International,Circle K International Fall GBM #1,20240930T00:00:00Z                 09/30/2024 12:00 AM,Forum,$78.63,,20240829T13:51:13Z                     8/29/2024 1:51:13 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22375,Biomedical Engineering Society (BMES),BMES Fall 2024 GBM #1,20241004T00:00:00Z                 10/04/2024 12:00 AM,Fung Auditorium,$598.93,,20240903T15:29:06Z                     9/3/2024 3:29:06 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22376,Biomedical Engineering Society (BMES),Project Team First Committee Meeting 2024-25,20241010T00:00:00Z                 10/10/2024 12:00 AM,Powell-Focht Bioengineering Hall,$296.31,,20240903T16:13:15Z                     9/3/2024 4:13:15 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22377,Biomedical Engineering Society (BMES),Outreach First Committee Meeting 2024-25,20241010T00:00:00Z                 10/10/2024 12:00 AM,Powell-Focht Bioengineering Hall Rm 291,$199.34,,20240903T16:14:03Z                     9/3/2024 4:14:03 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22378,Thai Student Union,TSU Rub Nong 2024,20240928T00:00:00Z                 09/28/2024 12:00 AM,Sun God Lawn,$107.00,,20240829T13:37:38Z                     8/29/2024 1:37:38 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22379,Thai Student Union,TSU Fall GBM,20241004T00:00:00Z                 10/04/2024 12:00 AM,Green Table Room,$100.00,,20240903T15:29:20Z                     9/3/2024 3:29:20 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22380,Biomedical Engineering Society (BMES),Lab Expo First Committee Meeting 2024-25,20241007T00:00:00Z                 10/07/2024 12:00 AM,Powell-Focht Bioengineering Hall Rm 291,$270.45,,20240903T16:03:24Z                     9/3/2024 4:03:24 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22381,Biomedical Engineering Society (BMES),Bioengineering Day First Committee Meeting 2024-25,20241008T00:00:00Z                 10/08/2024 12:00 AM,Powell-Focht Bioengineering Hall Rm 291,$119.35,,20240903T16:01:55Z                     9/3/2024 4:01:55 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22382,Biomedical Engineering Society (BMES),Translational Medicine Day First Committee Meeting 2024-25,20241009T00:00:00Z                 10/09/2024 12:00 AM,Powell-Focht Bioengineering Hall Rm 291,$103.55,,20240903T16:09:28Z                     9/3/2024 4:09:28 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22385,Muslim Student Association,Charity Week Jumu'ah Prayer,20241025T00:00:00Z                 10/25/2024 12:00 AM,Warren SAC,$594.78,,20240929T17:38:04Z                     9/29/2024 5:38:04 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22386,Care2Share at UC San Diego,GBM #1,20241009T00:00:00Z                 10/09/2024 12:00 AM,Marshall College Room (Price Center),$344.01,,20240903T16:09:48Z                     9/3/2024 4:09:48 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22387,Musicians Club @ UC San Diego,Musicians’ Club Concert Series: Rose Tinted Glasses,20241108T00:00:00Z                 11/08/2024 12:00 AM,Price Center West,"$1,290.18",,20241014T19:53:36Z                     10/14/2024 7:53:36 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22389,Movimiento Estudiantil Chicanx por Activismo (MEChA),Week 1 General Body Meeting,20240930T00:00:00Z                 09/30/2024 12:00 AM,Cross Cultural Center - Communidad,$433.16,,20240903T15:08:59Z                     9/3/2024 3:08:59 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22390,Boardgames and Boba @ UC San Diego,Fall 2024 Week 2 Game Night,20241007T00:00:00Z                 10/07/2024 12:00 AM,Stage Room & Patio,$597.20,,20240903T15:59:48Z                     9/3/2024 3:59:48 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22391,Boardgames and Boba @ UC San Diego,Fall 2024 Week 4 Game Night,20241021T00:00:00Z                 10/21/2024 12:00 AM,Ballroom West A,$597.20,,20240903T17:39:56Z                     9/3/2024 5:39:56 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22392,Undergraduate Women in Computing at UC San Diego,Get WICked!,20241028T00:00:00Z                 10/28/2024 12:00 AM,ASML Room,$192.46,,20240903T17:45:54Z                     9/3/2024 5:45:54 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22393,Deejays and Vinylphiles Club,DVC Presents: SUN GOD AFTER DARK 2024,20240927T00:00:00Z                 09/27/2024 12:00 AM,Sun God Lawn,"$3,499.90",,20240829T13:36:52Z                     8/29/2024 1:36:52 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22394,Undergraduate Women in Computing at UC San Diego,Speedfriending,20241018T00:00:00Z                 10/18/2024 12:00 AM,ASML Room,$521.49,,20240903T17:36:24Z                     9/3/2024 5:36:24 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22395,Biological Sciences Student Association,BSSA Mentor-Mentee Mixer,20241014T00:00:00Z                 10/14/2024 12:00 AM,Price Center Forum,$484.57,,20240903T16:46:25Z                     9/3/2024 4:46:25 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22396,Undergraduate Women in Computing at UC San Diego,Tech Dev Workshop 1,20241003T00:00:00Z                 10/03/2024 12:00 AM,CSE Basement B225,$91.74,,20240903T15:24:43Z                     9/3/2024 3:24:43 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22397,Undergraduate Women in Computing at UC San Diego,First-Year Boba Social,20241001T00:00:00Z                 10/01/2024 12:00 AM,SunGod Lawn,$213.99,,20240903T15:10:25Z                     9/3/2024 3:10:25 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22398,Undergraduate Women in Computing at UC San Diego,Tech Dev Workshop 2,20241017T00:00:00Z                 10/17/2024 12:00 AM,CSE B225,$97.24,,20240903T17:34:55Z                     9/3/2024 5:34:55 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22399,Undergraduate Women in Computing at UC San Diego,Tech Dev Workshop 3,20241024T00:00:00Z                 10/24/2024 12:00 AM,ASML Room,$339.99,,20240903T17:42:57Z                     9/3/2024 5:42:57 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22400,Undergraduate Women in Computing at UC San Diego,Livin’ on the EDGE,20241019T00:00:00Z                 10/19/2024 12:00 AM,Qualcomm Conference Center (both rooms),$600.00,,20240929T17:37:17Z                     9/29/2024 5:37:17 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22402,Indian Student Association,ISA GBM,20241006T00:00:00Z                 10/06/2024 12:00 AM,Price Center Forum,$590.00,,20240903T16:03:15Z                     9/3/2024 4:03:15 PM,Final                                                                                                                                      Details
22403,National Pan-Hellenic Council,SFL Summerfest,20240926T00:00:00Z                 09/26/2024 12:00 AM,Town Square and Matthew’s Quad,"$4,499.16",,20240904T16:01:31Z                     9/4/2024 4:01:31 PM,Final                                                                                                                                      Details
22404,Eta Kappa Nu (HKN),Device Datasheet Trivia,20241011T00:00:00Z                 10/11/2024 12:00 AM,Henry Booker Room,$302.78,,20240903T16:51:15Z                     9/3/2024 4:51:15 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22406,Eta Kappa Nu (HKN),Neural Network Workshop,20241016T00:00:00Z                 10/16/2024 12:00 AM,Jacobs Hall 2315,$344.80,,20240903T17:33:22Z                     9/3/2024 5:33:22 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22409,American Institute of Chemical Engineers (AIChE),Fall Back Together Social,20241004T00:00:00Z                 10/04/2024 12:00 AM,SME 347,$275.71,,20240903T15:29:54Z                     9/3/2024 3:29:54 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22411,American Institute of Chemical Engineers (AIChE),First-year/Transfer Mixer,20241002T00:00:00Z                 10/02/2024 12:00 AM,SME 248,$206.88,,20240903T15:16:40Z                     9/3/2024 3:16:40 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22412,American Institute of Chemical Engineers (AIChE),Fall GBM #1,20241011T00:00:00Z                 10/11/2024 12:00 AM,Price Center Theater,$397.00,,20240903T17:32:08Z                     9/3/2024 5:32:08 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22414,American Institute of Chemical Engineers (AIChE),FamilE Mixer,20241008T00:00:00Z                 10/08/2024 12:00 AM,Price Center Theater,$339.41,,20240903T16:02:09Z                     9/3/2024 4:02:09 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22415,American Institute of Chemical Engineers (AIChE),Mentorship Panel,20241017T00:00:00Z                 10/17/2024 12:00 AM,Price Center Theater,$172.40,,20240903T17:35:11Z                     9/3/2024 5:35:11 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22416,Triton Gaming,Into the Hoyoverse,20241012T00:00:00Z                 10/12/2024 12:00 AM,"East Ballroom, ERC Room, Revelle College Room, PC Theater","$3,831.00",,20240903T16:45:12Z                     9/3/2024 4:45:12 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22418,Triton Gaming,Division Showcase 2024,20241027T00:00:00Z                 10/27/2024 12:00 AM,"East Ballroom, ERC Room, Forum, Marshall Room, Revelle Room, Theater","$2,899.27",,20240929T17:39:54Z                     9/29/2024 5:39:54 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22419,SangamSD,SangamSD Garba,20241027T00:00:00Z                 10/27/2024 12:00 AM,Price Center Ballrooms AB,"$2,409.95",,20240929T17:40:35Z                     9/29/2024 5:40:35 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22420,Video Game Development Club (VGDC) at UC San Diego,Triton-Ware Showcase 2024,20241022T00:00:00Z                 10/22/2024 12:00 AM,Computer Science & Engineering Building - CSE1202,$453.12,,20240903T17:40:46Z                     9/3/2024 5:40:46 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22421,ArtSpark,Fall 2024 Kickoff GBM,20241001T00:00:00Z                 10/01/2024 12:00 AM,Marshall College Room,$129.92,,20240614T22:44:56Z                     6/14/2024 10:44:56 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22422,Triton Gaming,Coffins and Coffee,20241031T00:00:00Z                 10/31/2024 12:00 AM,Triton Esports Center,$600.00,,20240903T17:50:19Z                     9/3/2024 5:50:19 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22423,American Institute of Chemical Engineers (AIChE),Career Fair 101 Workshop,20241015T00:00:00Z                 10/15/2024 12:00 AM,SME 248,$211.08,,20240903T16:48:55Z                     9/3/2024 4:48:55 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22425,Stationery Club,Jordan R Hughes,20241009T00:00:00Z                 10/09/2024 12:00 AM,Matthews Quad,$336.50,,20240903T16:10:10Z                     9/3/2024 4:10:10 PM,Final                                                                                                                                      Details
22426,American Institute of Chemical Engineers (AIChE),AIChE Projects Fall Welcome Night,20241022T00:00:00Z                 10/22/2024 12:00 AM,SME 248,$378.63,,20240903T17:40:59Z                     9/3/2024 5:40:59 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22427,Muslim Student Association,Rayan Abu-Hantash,20241024T00:00:00Z                 10/24/2024 12:00 AM,PC Ballroom West B,"$2,280.71",,20240929T17:37:50Z                     9/29/2024 5:37:50 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22428,American Institute of Chemical Engineers (AIChE),AIChE x SWE Cross Club Social,20241029T00:00:00Z                 10/29/2024 12:00 AM,SME 248,$255.84,,20240903T17:47:31Z                     9/3/2024 5:47:31 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22429,Stationery Club,Jordan R Hughes,20241016T00:00:00Z                 10/16/2024 12:00 AM,Green Table Room,$86.25,,20240903T17:33:35Z                     9/3/2024 5:33:35 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22430,Society of Hispanic Students in Law,SOHIL Week 1 GBM,20241003T00:00:00Z                 10/03/2024 12:00 AM,raza Centro Space PPCH #104,$191.79,,20240903T15:25:04Z                     9/3/2024 3:25:04 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22431,Stationery Club,Halloween Masquerade Special Party and Art Tutorial Workshop,20241029T00:00:00Z                 10/29/2024 12:00 AM,Warren College Room @ Price Center,$189.00,,20240903T17:47:44Z                     9/3/2024 5:47:44 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22432,Society of Hispanic Students in Law,SOHIL's week 2 GB<,20241010T00:00:00Z                 10/10/2024 12:00 AM,raza Centro Space PPCH #104,$191.79,,20240903T16:14:21Z                     9/3/2024 4:14:21 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22433,Society of Hispanic Students in Law,SOHIL's Week 3 GBM,20241017T00:00:00Z                 10/17/2024 12:00 AM,raza Centro Space PPCH #104,$191.79,,20240903T17:35:23Z                     9/3/2024 5:35:23 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22434,Society of Hispanic Students in Law,SOHIL's Week 4 GBM,20241024T00:00:00Z                 10/24/2024 12:00 AM,Raza Centro Space PPCH #104,$191.79,,20240614T22:28:51Z                     6/14/2024 10:28:51 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22435,Society of Hispanic Students in Law,SOHIL's Week 5 GBM,20241031T00:00:00Z                 10/31/2024 12:00 AM,raza Centro Space PPCH #104,$191.49,,20240903T17:50:39Z                     9/3/2024 5:50:39 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22436,Stationery Club,Jordan R Hughes,20241023T00:00:00Z                 10/23/2024 12:00 AM,Warren College Room,$92.50,,20240903T17:42:07Z                     9/3/2024 5:42:07 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22437,Mixed Student Union,MSU Fall GBM 1,20241002T00:00:00Z                 10/02/2024 12:00 AM,Price Center Green Table Room,$343.47,,20240903T15:20:58Z                     9/3/2024 3:20:58 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22439,Animation Club,Fall GBM #1,20241011T00:00:00Z                 10/11/2024 12:00 AM,Bear Room,$174.65,,20240903T16:51:33Z                     9/3/2024 4:51:33 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22442,Eta Kappa Nu (HKN),FEA Workshop,20241002T00:00:00Z                 10/02/2024 12:00 AM,Henry Booker Room,$227.08,,20240926T08:41:42Z                     9/26/2024 8:41:42 AM,Final                                                                                                                                      Details                                                                                         Post-Eval
22443,TritonTubers,TritonTubers Study Session,20241018T00:00:00Z                 10/18/2024 12:00 AM,Price Center - Bear Room,$350.00,,20240903T17:36:35Z                     9/3/2024 5:36:35 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22444,Redeemer’s Grace Church on Campus at UC San Diego,Welcome Week Event,20240924T00:00:00Z                 09/24/2024 12:00 AM,Bear Room/Red Shoe Room,$600.00,,20240829T13:35:51Z                     8/29/2024 1:35:51 PM,Final                                                                                                                                      Details
22448,NanoEngineering and Technology Society,NETS Coffee Talk,20241010T00:00:00Z                 10/10/2024 12:00 AM,SME 348,$291.87,,20240903T16:14:38Z                     9/3/2024 4:14:38 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22449,TritonTubers,TritonTubers GBM,20241011T00:00:00Z                 10/11/2024 12:00 AM,Red Shoe Room,$198.37,,20240903T16:51:46Z                     9/3/2024 4:51:46 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22450,Mixed Student Union,Board Games and Crochet,20241009T00:00:00Z                 10/09/2024 12:00 AM,Price Center Marshall Room,$241.94,,20240903T16:10:25Z                     9/3/2024 4:10:25 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22451,Mixed Student Union,Big Little Mixer,20241016T00:00:00Z                 10/16/2024 12:00 AM,Price Center-Red Shoe Room,$187.38,,20240903T17:33:45Z                     9/3/2024 5:33:45 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22454,Keyboard Club at UC San Diego,Fall Keyboard Club GBM,20241004T00:00:00Z                 10/04/2024 12:00 AM,Price Center - The Forum,$600.00,,20240903T15:30:09Z                     9/3/2024 3:30:09 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22455,Triton Minecraft,Triton Minecraft Fall GBM,20241011T00:00:00Z                 10/11/2024 12:00 AM,Marshall College Room,$471.99,,20240903T16:41:38Z                     9/3/2024 4:41:38 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22456,Triton Minecraft,Minecraft In-House,20241018T00:00:00Z                 10/18/2024 12:00 AM,Red Shoe Room,$147.50,,20240903T17:38:59Z                     9/3/2024 5:38:59 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22457,Triton Minecraft,Triton Minecraft Art Block,20241025T00:00:00Z                 10/25/2024 12:00 AM,Marshall College Room,$147.50,,20240903T17:43:51Z                     9/3/2024 5:43:51 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22458,Triton Minecraft,Herobrine's Cafe,20241031T00:00:00Z                 10/31/2024 12:00 AM,Price Center Forum,$573.45,,20240903T17:51:06Z                     9/3/2024 5:51:06 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22460,Ahlul-Bayt Student Association,ABSA Giveaway,20241029T00:00:00Z                 10/29/2024 12:00 AM,Marshall College Room,$500.00,,20240903T17:47:53Z                     9/3/2024 5:47:53 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22461,Ahlul-Bayt Student Association,ABSA Social,20241001T00:00:00Z                 10/01/2024 12:00 AM,Eleanor Roosevelt College Room,$350.00,,20240903T15:09:40Z                     9/3/2024 3:09:40 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22462,Ahlul-Bayt Student Association,Birthday of Imam Hasan Askari,20241015T00:00:00Z                 10/15/2024 12:00 AM,Student Center Huerta- Vera Cruz,$599.09,,20240903T16:49:12Z                     9/3/2024 4:49:12 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22464,Undergraduate Bioinformatics Club (UBIC),UBIC Fall GBM,20241003T00:00:00Z                 10/03/2024 12:00 AM,Fung Auditorium - PFBH,$417.75,,20240624T12:24:17Z                     6/24/2024 12:24:17 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22465,Undergraduate Bioinformatics Club (UBIC),UBIC Workshop #1,20241010T00:00:00Z                 10/10/2024 12:00 AM,Zweifach Library - PFBH,$334.03,,20240903T16:15:07Z                     9/3/2024 4:15:07 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22466,Undergraduate Bioinformatics Club (UBIC),Mentor-Mentee Reveal,20241014T00:00:00Z                 10/14/2024 12:00 AM,Sungod Lawn,$405.50,,20240903T16:47:12Z                     9/3/2024 4:47:12 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22467,Undergraduate Bioinformatics Club (UBIC),Resume Building Workshop #1,20241016T00:00:00Z                 10/16/2024 12:00 AM,Bear Room Price Center,$303.50,,20240903T17:33:55Z                     9/3/2024 5:33:55 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22468,Undergraduate Bioinformatics Club (UBIC),Introduction to Bioinformatics,20241009T00:00:00Z                 10/09/2024 12:00 AM,Fred Kavli Auditorium,$600.00,,20240903T16:42:23Z                     9/3/2024 4:42:23 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22469,Undergraduate Bioinformatics Club (UBIC),Origami Making De-Stress Event,20241028T00:00:00Z                 10/28/2024 12:00 AM,Zweifach Library - PFBH,$42.89,,20240903T17:46:03Z                     9/3/2024 5:46:03 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22470,Triton Software Engineering,TSE FA24 All Hands 1,20241017T00:00:00Z                 10/17/2024 12:00 AM,Student Center - Dolores Huerta - Philip Vera Cruz Room,$560.30,,20240903T17:35:34Z                     9/3/2024 5:35:34 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22471,Hands of Hope,Eliane Adnan Azure,20241011T00:00:00Z                 10/11/2024 12:00 AM,Green Table Room,$326.63,,20240903T16:42:31Z                     9/3/2024 4:42:31 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22474,Acts 2 Fellowship,A2F Presents: New Student Welcome Night,20240929T00:00:00Z                 09/29/2024 12:00 AM,Price Center East Ballroom,"$3,066.22",,20240829T13:38:36Z                     8/29/2024 1:38:36 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22475,Y.E.S - Youth Empowerment in Science,Y.E.S. Recruitment GBM,20241008T00:00:00Z                 10/08/2024 12:00 AM,Price Center- Green Table Room,$348.01,,20240903T16:02:45Z                     9/3/2024 4:02:45 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22477,Poseidon's Closet,Fall GBM 1,20241003T00:00:00Z                 10/03/2024 12:00 AM,Governance Chambers,$279.87,,20240903T15:25:16Z                     9/3/2024 3:25:16 PM,Final                                                                                                                                      Details
22478,Lumnus Consulting Junior Enterprise,Lumnus Consulting Alumni Night,20241024T00:00:00Z                 10/24/2024 12:00 AM,Price Center Forum,$570.00,,20240903T17:43:15Z                     9/3/2024 5:43:15 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22479,Poseidon's Closet,Study Session,20241029T00:00:00Z                 10/29/2024 12:00 AM,Green Table Room,$66.08,,20240903T17:48:14Z                     9/3/2024 5:48:14 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22480,Undergraduate Journal Club at UC San Diego,UJC General Meeting #1,20241004T00:00:00Z                 10/04/2024 12:00 AM,Natural Science Building (NSB) 3211,$107.64,,20240903T15:30:22Z                     9/3/2024 3:30:22 PM,Final                                                                                                                                      Details
22481,Undergraduate Journal Club at UC San Diego,UJC General Meeting #2,20241011T00:00:00Z                 10/11/2024 12:00 AM,Natural Science Building (NSB) 3211,$120.00,,20240903T16:42:43Z                     9/3/2024 4:42:43 PM,Final                                                                                                                                      Details
22482,Students' Civil Liberties Union,The Accountability Townhall,20241014T00:00:00Z                 10/14/2024 12:00 AM,PC Theater,$287.59,,20240903T16:47:30Z                     9/3/2024 4:47:30 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22483,Undergraduate Journal Club at UC San Diego,UJC General Body Meeting #3,20241018T00:00:00Z                 10/18/2024 12:00 AM,Natural Science Building (NSB) 3211,$27.98,,20240903T17:39:08Z                     9/3/2024 5:39:08 PM,Final                                                                                                                                      Details
22484,Undergraduate Journal Club at UC San Diego,UJC General Meeting #4,20241025T00:00:00Z                 10/25/2024 12:00 AM,Natural Science Building (NSB) 3211,$85.90,,20240903T17:44:00Z                     9/3/2024 5:44:00 PM,Final                                                                                                                                      Details
22485,Undergraduate Journal Club at UC San Diego,UJC General Meeting #5,20241101T00:00:00Z                 11/01/2024 12:00 AM,Natural Science Building (NSB) 3211,$63.57,,20240903T17:51:38Z                     9/3/2024 5:51:38 PM,Final                                                                                                                                      Details
22486,Music and Memory at UC San Diego,Music and Memory Fall GBM#1,20241015T00:00:00Z                 10/15/2024 12:00 AM,Price Center - Eleanor Roosevelt College Room,$351.00,,20240903T16:49:28Z                     9/3/2024 4:49:28 PM,Final                                                                                                                                      Details
22487,Pre-PA Student Organization (PPASO),PPASO Fall GBM 1,20241015T00:00:00Z                 10/15/2024 12:00 AM,Multipurpose Room,$120.00,,20240903T16:49:39Z                     9/3/2024 4:49:39 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22488,Pre-Law Coalition,Pre-Law Coalition Meet the Orgs,20241004T00:00:00Z                 10/04/2024 12:00 AM,Sun God Lawn,$591.33,,20240903T15:30:47Z                     9/3/2024 3:30:47 PM,Final                                                                                                                                      Details
22490,Welcome Home,Welcome home  What's my community,20241002T00:00:00Z                 10/02/2024 12:00 AM,Bear room at price center,$322.98,,20240903T15:21:45Z                     9/3/2024 3:21:45 PM,Final                                                                                                                                      Details
22491,Welcome Home,Health Disparities and Social Determinents of Health,20241017T00:00:00Z                 10/17/2024 12:00 AM,Eleanor Roosevelt college room,$286.40,,20240903T17:35:52Z                     9/3/2024 5:35:52 PM,Final                                                                                                                                      Details
22493,Biomedical Engineering Society (BMES),BMES Mentor/Mentee Mixer 1,20241004T00:00:00Z                 10/04/2024 12:00 AM,Price Center Red Shoe Room,$80.00,,20240903T15:31:03Z                     9/3/2024 3:31:03 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22494,Biomedical Engineering Society (BMES),BMES Mentor/Mentee Mixer 2,20241018T00:00:00Z                 10/18/2024 12:00 AM,Price Center Warren College Room,$80.00,,20240903T17:39:18Z                     9/3/2024 5:39:18 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22495,Video Game Development Club (VGDC) at UC San Diego,VGDC Halloween Social,20241030T00:00:00Z                 10/30/2024 12:00 AM,"Price Center, Ballroom A","$1,154.71",,20240629T15:25:49Z                     6/29/2024 3:25:49 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22496,Health and Anti-Recidivism Project (HAARP),GBM #1 Guest Speaker Event with Dr. Lilly Irani,20241002T00:00:00Z                 10/02/2024 12:00 AM,Student Services Center - Conference Room 400,$92.13,,20240903T15:17:06Z                     9/3/2024 3:17:06 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22497,CS foreach,CS foreach Fall GBM,20241011T00:00:00Z                 10/11/2024 12:00 AM,CSE 1202,$225.36,,20240903T16:43:43Z                     9/3/2024 4:43:43 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22499,Institute of Electrical and Electronics Engineers (IEEE),IEEE Fall '24 GBM,20241002T00:00:00Z                 10/02/2024 12:00 AM,Student Services Center Multipurpose Room,"$1,845.76",,20240903T15:17:28Z                     9/3/2024 3:17:28 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22500,Scripps Education Association,General Body Meeting,20241001T00:00:00Z                 10/01/2024 12:00 AM,Vaughan Hall,$132.85,,20240903T15:10:56Z                     9/3/2024 3:10:56 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22501,Mixed Student Union,Education Session #1,20241023T00:00:00Z                 10/23/2024 12:00 AM,Price Center ERC Room,$258.60,,20240903T17:42:22Z                     9/3/2024 5:42:22 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
22502,Institute of Electrical and Electronics Engineers (IEEE),IEEE Resume Workshop,20241024T00:00:00Z                 10/24/2024 12:00 AM,Henry Booker Room 2512,$598.75,,20240903T17:43:28Z                     9/3/2024 5:43:28 PM,Final                                                                                                                                      Details                                                                                         Post-Eval
