ORG_ID,FIN-ID #,ORGANIZATION,NAME OF EVENT,DATE,VENUE,AWARDED,TRANSACTION ID,UPDATED
ASIAN_AND_PACIFIC_ISLANDER_STU_01,18681,Asian and Pacific Islander Student Alliance (APSA),APSA GBM 3,05/09/2023 12:00 AM,Price Center: Cross Cultural Center,$295.17,,4/27/2023 7:55:44 PM
WOMEN_IN_BUSINESS_01,18743,Women in Business,Big/Little Soical,05/09/2023 12:00 AM,ONLINE,$500.00,,4/7/2023 12:03:25 PM
ALPHA_EPSILON_DELTA_PREHEALTH__01,18752,Alpha Epsilon Delta Pre-Health Professional Honor Society,AED Spring GBM 3,05/09/2023 12:00 AM,Student Center Huerta-Vera Cruz,$452.47,,4/7/2023 12:04:41 PM
MUSLIM_STU_ASSOC_01,18755,Muslim Student Association,JIP Library Walk Tabling DAY 2,05/09/2023 12:00 AM,Library Walk,"$1,432.86",,4/10/2023 1:15:55 PM
MUSLIM_STU_ASSOC_01,18759,Muslim Student Association,JIP Night Event Day 2,05/09/2023 12:00 AM,SSC Multi Purpose Room,"$2,968.78",,4/10/2023 1:16:15 PM
AMERICAN_CHEMICAL_SOCIETY_STU__01,17584,American Chemical Society Student Affiliates (ACSSA),ACSSA Week 6 GBM,05/10/2023 12:00 AM,Natural Sciences Building,$896.92,,3/6/2023 2:55:52 PM
STUS_FOR_GLOBAL_HEALTH_01,18742,Students for Global Health,Horizons of Global Health Research Symposium,05/10/2023 12:00 AM,Institute of the Americas,"$3,000.00",,4/10/2023 1:16:37 PM
UNDERGRADUATE_BIOINFORMATICS_C_01,18744,Undergraduate Bioinformatics Club (UBIC),UBIC Spring Social,05/10/2023 12:00 AM,Green Table Room,$171.00,,4/9/2023 8:36:59 PM
MUSLIM_STU_ASSOC_01,18756,Muslim Student Association,JIP Library Walk Tabling Day 3,05/10/2023 12:00 AM,Library Walk,$988.61,,4/10/2023 1:17:58 PM
MUSLIM_STU_ASSOC_01,18760,Muslim Student Association,JIP Night Event Day 3,05/10/2023 12:00 AM,SSC Multi Purpose Room,"$2,968.09",,4/10/2023 1:18:16 PM
VIDEO_GAME_DEVELOPMENT_CLUB_VG_01,18741,Video Game Development Club (VGDC) at UC San Diego,VGDC Social Night,05/11/2023 12:00 AM,"Bear Room, Price Center West",$147.30,,4/9/2023 8:35:12 PM
MUSLIM_STU_ASSOC_01,18757,Muslim Student Association,JIP Library Walk Tabling DAY 4,05/11/2023 12:00 AM,Library Walk,"$1,461.16",,4/10/2023 1:19:00 PM
MUSLIM_STU_ASSOC_01,18761,Muslim Student Association,JIP Night Event Day 4,05/11/2023 12:00 AM,PC West Ballroom AB,"$2,998.84",,4/10/2023 1:19:30 PM
AMERICAN_MEDICAL_STU_ASSOC_01,18765,American Medical Student Association,Renee Long,05/11/2023 12:00 AM,PC West Earl Warren College Room,$200.00,,4/9/2023 8:35:24 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,18767,Institute of Electrical and Electronics Engineers (IEEE),Intro to Full Stack Development,05/11/2023 12:00 AM,Henry Booker Room,$76.45,,4/9/2023 8:35:41 PM
TRITON_SOFTWARE_ENG_01,18768,Triton Software Engineering,TSE Advanced Typescript Workshop,05/11/2023 12:00 AM,Price Center West - Eleanor Roosevelt College Room,$580.00,,4/9/2023 8:37:23 PM
OUT_IN_SCI_TECHNOLOGY_ENG_AND__01,18716,"Out in Science, Technology, Engineering, and Mathematics (oSTEM)",Quoffee,05/12/2023 12:00 AM,LGBT Resource Center,$112.00,,4/9/2023 8:38:00 PM
MULTIASIAN_STU_ASSOC_01,18745,Multi-Asian Student Association,MASA Jeopardy Night,05/12/2023 12:00 AM,Red Shoe Room,$497.08,,4/9/2023 8:39:32 PM
MUSLIM_STU_ASSOC_01,18762,Muslim Student Association,Jumaa Week 6,05/12/2023 12:00 AM,Warren Student Activity Center,$900.00,,4/10/2023 1:19:50 PM
REDEEMERS_GRACE_CHURCH_ON_CAMP_01,18763,Redeemer’s Grace Church on Campus at UC San Diego,RGC Doubt Night,05/12/2023 12:00 AM,Huerta-Vera Cruz Room,$363.99,,4/9/2023 8:38:50 PM
SOCIETY_OF_ASIAN_SCIENTISTS_AN_01,18764,Society of Asian Scientists and Engineers at UC San Diego,End of The Year Banquet,05/13/2023 12:00 AM,Qualcomm Conference Center,$872.78,,4/10/2023 1:20:16 PM
PUSHPANJALI_01,18723,Pushpanjali,Pushpanjali Maitri Charity Show,05/14/2023 12:00 AM,PC East Ballroom,"$2,034.37",,4/10/2023 1:21:40 PM
BIOMEDICAL_ENG_SOCIETY_BMES_01,18746,Biomedical Engineering Society (BMES),BMES Olympics,05/14/2023 12:00 AM,Matthews Quad,$876.88,,4/10/2023 1:22:20 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,18790,Institute of Electrical and Electronics Engineers (IEEE),Classroom Convos #4,05/15/2023 12:00 AM,SME 302,$148.15,,4/10/2023 1:22:36 PM
BIOMEDICAL_ENG_SOCIETY_BMES_01,18793,Biomedical Engineering Society (BMES),BMES Week 7 Study Social,05/15/2023 12:00 AM,Powell-Focht Bioengineering Hall Rm 291,$227.76,,4/10/2023 1:22:59 PM
TRITONS_FOR_ISRAEL_01,18804,Tritons For Israel,Emily Austin- From Social Media Influencer to Activist,05/15/2023 12:00 AM,The Stage Room & Patio,"$2,031.00",,4/10/2023 1:23:35 PM
TRITONS_FOR_ISRAEL_01,18806,Tritons For Israel,Jewish and Zionist History,05/15/2023 12:00 AM,Library Walk,$873.00,,4/10/2023 1:23:56 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,18819,Association for Computing Machinery (ACM),Mastering Dimensions: Vectorization with Numpy,05/15/2023 12:00 AM,Henry Booker Room,$375.00,,4/10/2023 1:25:15 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,18739,Undergraduate Women in Computing at UC San Diego,Coffee Chats w/ Amy Ousterhout,05/16/2023 12:00 AM,Qualcomm Room,$78.00,,4/10/2023 1:25:34 PM
TRITONS_FOR_ISRAEL_01,18769,Tritons For Israel,Life in Israel as an Arab- Yoseph Hadad,05/16/2023 12:00 AM,The Forum,"$3,000.00",,4/10/2023 1:40:25 PM
PREPHARMACY_SOCIETY_UC_SAN_DIE_01,18780,Pre-Pharmacy Society @ UC San Diego,UCI GBM,05/16/2023 12:00 AM,Warren Room @ Price Center,$53.17,,4/10/2023 1:25:54 PM
RUBIKS_CUBE_CLUB_01,18787,Rubik's Cube Club,Week 7 GBM,05/16/2023 12:00 AM,Price Center East - Sixth College Meeting Room,$56.32,,4/10/2023 1:26:07 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,18805,Association for Computing Machinery (ACM),Entrepreneurship in Tech Workshop,05/16/2023 12:00 AM,Design and Innovation Building 202/208,$375.00,,4/10/2023 1:26:18 PM
TRITONS_FOR_ISRAEL_01,18807,Tritons For Israel,Multiculturalism and Diversity,05/16/2023 12:00 AM,Library Walk,$402.71,,4/10/2023 1:26:37 PM
TRITONS_IN_RECOVERY_01,18818,Tritons in Recovery,Tritons in Recovery Coffee Social,05/16/2023 12:00 AM,Price Center West - Bear Room,$239.29,,4/10/2023 1:27:42 PM
NANOENG_AND_TECHNOLOGY_SOCIETY_01,18822,NanoEngineering and Technology Society,Big Little Game Night & Bonding,05/16/2023 12:00 AM,SME 248 (ASML Conference Center),$499.76,,4/10/2023 1:28:00 PM
UNDERGRADUATE_BIOINFORMATICS_C_01,18825,Undergraduate Bioinformatics Club (UBIC),Freshman Representative Event,05/16/2023 12:00 AM,PC West Elizabeth Roosevelt College Room,$120.94,,4/10/2023 1:28:18 PM
SOCIETY_OF_WOMEN_ENGINEERS_SWE_01,18827,Society of Women Engineers (SWE),Society of Women Engineers GBM 1,05/16/2023 12:00 AM,Qualcomm Conference Center,$879.34,,4/10/2023 1:28:33 PM
TRITONS_FOR_ISRAEL_01,17596,Tritons For Israel,Shuk- Jewish Night Market,05/17/2023 12:00 AM,Library Walk,"$6,000.00",,4/10/2023 2:44:32 PM
CHINESE_GLOBAL_COMMUNITY_01,18771,Chinese Global Community,Members Check In (0517),05/17/2023 12:00 AM,Green Table Room,$379.51,,4/10/2023 1:28:52 PM
TRITON_SOFTWARE_ENG_01,18791,Triton Software Engineering,TSE x ACM Intern Panel,05/17/2023 12:00 AM,CSE 1202,$808.13,,4/10/2023 1:29:04 PM
ASIAN_AND_PACIFIC_ISLANDER_STU_01,18798,Asian and Pacific Islander Student Alliance (APSA),Identity Film Series,05/17/2023 12:00 AM,The Loft,$900.00,,4/10/2023 1:32:09 PM
PANHELLENIC_ASSOC_01,18815,Panhellenic Association,SFL Awards,05/17/2023 12:00 AM,PC East Ballroom,"$2,683.43",,4/10/2023 1:37:49 PM
AMERICAN_CHEMICAL_SOCIETY_STU__01,17587,American Chemical Society Student Affiliates (ACSSA),ACSSA Week 7 Symposium,05/18/2023 12:00 AM,natural Sciences Building,$896.92,,3/6/2023 2:56:35 PM
TAIWANESE_AMERICAN_STU_ASSOC_01,18776,Taiwanese American Student Association,TASA Movie Night,05/18/2023 12:00 AM,Forum Meeting Room - Price Center,$212.68,,4/10/2023 1:38:17 PM
PREPHARMACY_SOCIETY_UC_SAN_DIE_01,18781,Pre-Pharmacy Society @ UC San Diego,Interprofessional Mixer,05/18/2023 12:00 AM,Green Table Room @ Price Center,$56.98,,4/10/2023 1:38:39 PM
PREMEDICAL_APAMSA_AT_UC_SAN_DI_01,18782,Pre-Medical APAMSA at UC San Diego,APAMSA Medical Student Panel,05/18/2023 12:00 AM,PC West Eleanor Roosevelt College Room,$471.00,,4/10/2023 1:40:51 PM
RUBIKS_CUBE_CLUB_01,18788,Rubik's Cube Club,Salt Lake Utah Summer 2023 at University of Utah Union Ballroom,05/18/2023 12:00 AM,University of Utah Union Ballroom,"$2,213.25",,4/12/2023 12:35:17 PM
MORNING_SIGN_OUT_AT_UC_SAN_DIE_01,18789,Morning Sign Out at UC San Diego,General Body Meeting #2,05/18/2023 12:00 AM,PC West Bear Room,$132.86,,4/10/2023 1:41:10 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,18812,Undergraduate Women in Computing at UC San Diego,Mentorship MAYhem,05/18/2023 12:00 AM,Qualcomm Room,$526.00,,4/10/2023 1:41:35 PM
TRITONS_FOR_ISRAEL_01,18820,Tritons For Israel,Israeli innovation,05/18/2023 12:00 AM,Library Walk,$717.74,,4/10/2023 1:42:49 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,18823,Undergraduate Women in Computing at UC San Diego,Mentorship MAYhem,05/18/2023 12:00 AM,Qualcomm Room,$564.77,,4/12/2023 11:14:11 AM
STU_SUPPORT_SERVICES_CLUB_SSSC_01,18826,Student Support Services Club (SSSC or SSS Club),SSSC Annual Cultural Celebration & Awards Ceremony,05/18/2023 12:00 AM,PC West Ballroom AB,"$1,808.81",,5/3/2023 8:04:57 AM
CHEESE_CLUB_01,18817,Cheese Club,Election Night,05/19/2023 12:00 AM,Huerta-Vera Cruz,$222.56,,4/12/2023 11:14:54 AM
NATIVE_AMERICAN_AND_INDIGENOUS_01,18720,Native American and Indigenous Student Alliance (NAISA) (Previously Native American Student Alliance),UC San Diego’s 12th Annual Powwow,05/20/2023 12:00 AM,SSC Multi Purpose Room,"$2,424.69",,4/12/2023 12:05:17 PM
DESIGN_CO_01,18775,Design Co,Design Frontiers,05/20/2023 12:00 AM,Design Innovation Building,$716.19,,4/12/2023 12:06:05 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,18809,Association for Computing Machinery (ACM),Banquet,05/21/2023 12:00 AM,Student Services Center Multi-Purpose Room,"$2,958.82",,4/12/2023 12:07:47 PM
MIXED_STU_UNION_01,18821,Mixed Student Union,Mixed Student Empowerment Summit,05/21/2023 12:00 AM,Cross-Cultural Center,$879.41,,4/12/2023 12:09:38 PM
BIOMEDICAL_ENG_SOCIETY_BMES_01,18796,Biomedical Engineering Society (BMES),BMES Study Social Week 8,05/22/2023 12:00 AM,Powell-Focht Bioengineering Hall Rm 291,$328.64,,4/19/2023 2:23:08 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,18843,Association for Computing Machinery (ACM),ACM Cafe,05/22/2023 12:00 AM,Design and Innovation Building 202,$301.66,,4/19/2023 2:23:40 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,18856,Institute of Electrical and Electronics Engineers (IEEE),Introduction to 3D Printing Workshop,05/22/2023 12:00 AM,ECE Makerspace,$128.25,,4/19/2023 2:23:50 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,18859,Institute of Electrical and Electronics Engineers (IEEE),Classroom Convos #5,05/22/2023 12:00 AM,SME 302,$142.43,,4/19/2023 7:52:59 PM
AEQUORA_BALLET_COMPANY_01,17487,Aequora Ballet Company,Spring Show 2023 Rehearsal (Day 1),05/23/2023 12:00 AM,Mandeville Auditorium,$500.00,,1/30/2023 2:50:47 PM
UCSD_01,18612,UCSD,SPRING GBM #3,05/23/2023 12:00 AM,Qualcomm Conference Center,$853.92,,3/6/2023 2:48:48 PM
COMPUTER_SCI_AND_ENG_SOCIETY_01,18838,Computer Science and Engineering Society,Tri-Dev,05/23/2023 12:00 AM,CSE B225,$37.50,,4/19/2023 7:53:17 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,18851,American Institute of Chemical Engineers (AIChE),Outreach Org Social,05/23/2023 12:00 AM,SME 248,$513.73,,4/19/2023 7:54:05 PM
RUBIKS_CUBE_CLUB_01,18858,Rubik's Cube Club,Week 8 GBM,05/23/2023 12:00 AM,Price Center East - Sixth College Meeting Room,$129.17,,4/19/2023 7:54:43 PM
AEQUORA_BALLET_COMPANY_01,17489,Aequora Ballet Company,Spring Show 2023 Rehearsal (Day 2),05/24/2023 12:00 AM,Mandeville Auditorium,$500.00,,2/1/2023 4:49:27 PM
AMERICAN_CHEMICAL_SOCIETY_STU__01,17583,American Chemical Society Student Affiliates (ACSSA),ACSSA Week 8 GBM,05/24/2023 12:00 AM,Natural Sciences Building,$896.92,,3/6/2023 2:57:40 PM
ASIAN_AND_PACIFIC_ISLANDER_STU_01,18799,Asian and Pacific Islander Student Alliance (APSA),Identity Film Series,05/24/2023 12:00 AM,Price Theater,$372.11,,4/12/2023 12:10:06 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,18813,Undergraduate Women in Computing at UC San Diego,GBM 3: Motivation Jar Workshop,05/24/2023 12:00 AM,Qualcomm Room,$164.92,,4/12/2023 12:10:49 PM
PROJECT_IN_A_BOX_01,18831,Project in a Box,Bread & Ice Cream Social,05/24/2023 12:00 AM,EnVision,$498.34,,4/19/2023 7:54:54 PM
SPEECH_AND_DEBATE_AT_THE_UNIVE_01,18833,Speech and Debate at the University of California: San Diego,PSCFA Cool-off at Los Angeles City College,05/24/2023 12:00 AM,Los Angeles City College,"$1,195.00",,5/1/2023 9:49:06 AM
SPEECH_AND_DEBATE_AT_THE_UNIVE_01,18835,Speech and Debate at the University of California: San Diego,IPDA Team IPDA Debate at Louisiana State University,05/24/2023 12:00 AM,Louisiana State University,$600.00,,5/1/2023 9:51:13 AM
ALPHA_EPSILON_DELTA_PREHEALTH__01,18849,Alpha Epsilon Delta Pre-Health Professional Honor Society,AED Spring Symposium,05/24/2023 12:00 AM,Student Center Stage Room,$490.27,,4/19/2023 7:55:34 PM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,18852,Institute of Electrical and Electronics Engineers (IEEE),Pre Reverse Career Fair,05/24/2023 12:00 AM,PC East Ballroom,$742.38,,4/19/2023 8:00:23 PM
MUSLIM_STU_ASSOC_01,* 18803,Muslim Student Association,GBM #3,05/25/2023 12:00 AM,PC West Ballroom,"$1,600.78",,5/3/2023 4:43:54 PM
AEQUORA_BALLET_COMPANY_01,17490,Aequora Ballet Company,Spring Show 2023 Rehearsal (Day 3),05/25/2023 12:00 AM,Mandeville Auditorium,$500.00,,1/30/2023 2:54:43 PM
BIOMEDICAL_ENG_SOCIETY_BMES_01,18662,Biomedical Engineering Society (BMES),BMES Spring GBM #2,05/25/2023 12:00 AM,Powell-Focht Bioengineering Hall Fung Auditorium,$721.93,,4/19/2023 8:00:39 PM
COMPUTER_SCI_AND_ENG_SOCIETY_01,18801,Computer Science and Engineering Society,Spicy Talks,05/25/2023 12:00 AM,Qualcomm Conference Center (Both rooms),$273.61,,4/12/2023 12:11:46 PM
AMERICAN_MEDICAL_STU_ASSOC_01,18829,American Medical Student Association,AMSA Spring GBM 4 2023,05/25/2023 12:00 AM,PC West Earl Warren College Room,$200.00,,4/19/2023 7:55:47 PM
AMERICAN_INSTITUTE_OF_CHEMICAL_01,18847,American Institute of Chemical Engineers (AIChE),FamilE End of the Year Banquet,05/25/2023 12:00 AM,SME 248,$452.50,,4/22/2023 3:32:50 PM
MIXED_STU_UNION_01,18848,Mixed Student Union,Mixed Student Empowerment Summit,05/25/2023 12:00 AM,Cross-Cultural Center,$495.70,,4/22/2023 3:33:25 PM
MUSLIM_STU_ASSOC_01,* 18855,Muslim Student Association,Jumuah week 8,05/26/2023 12:00 AM,Warren Student Activity Center,$557.65,,4/14/2023 9:50:02 PM
AEQUORA_BALLET_COMPANY_01,17491,Aequora Ballet Company,Spring Show 2023,05/26/2023 12:00 AM,Mandeville Auditorium,"$4,349.67",,2/1/2023 4:50:45 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,18740,Undergraduate Women in Computing at UC San Diego,Coffee Chats w/ Nadia Polikarpova,05/26/2023 12:00 AM,Qualcomm Room,$78.00,,4/12/2023 12:12:05 PM
MUSLIM_STU_ASSOC_01,18802,Muslim Student Association,Pop Up Breakfast,05/26/2023 12:00 AM,Warren Student Activity Center,$557.65,,4/12/2023 12:12:37 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,18844,Association for Computing Machinery (ACM),Trust in Rust,05/26/2023 12:00 AM,Henry Booker Room,$374.97,,4/22/2023 3:33:37 PM
CHEESE_CLUB_01,18850,Cheese Club,Picnic,05/26/2023 12:00 AM,Student C. Hump,$222.56,,4/19/2023 7:56:55 PM
NANOENG_AND_TECHNOLOGY_SOCIETY_01,18860,NanoEngineering and Technology Society,NETS Social,05/26/2023 12:00 AM,SME 248 or ASML conference room,$240.75,,4/22/2023 3:36:58 PM
TRITON_GAMING_01,* 18794,Triton Gaming,Triton Gaming Expo 2023: Day 1,05/27/2023 12:00 AM,"West Ballroom, East Ballroom, Price Center Theater, Price Center Plaza, College Rooms, Red Shoe Room, Bear Room, Forum","$5,827.06",,4/12/2023 12:28:26 PM
SLEEPLESS_COLLECTIVE_01,18834,Sleepless Collective,"TruFamLV Prelude Las Vegas at UNLV - Artemus Concert Hall, 4505 S Maryland Pkwy, Las Vegas, NV",05/27/2023 12:00 AM,"UNLV - Artemus Concert Hall, 4505 S Maryland Pkwy, Las Vegas, NV",$825.00,,5/19/2023 8:46:34 AM
BIG_BRAIN_ENERGY_CLUB_01,18839,Big Brain Energy Club,BBE Banquet: Partea,05/27/2023 12:00 AM,Student Governance Chambers,$120.00,,4/19/2023 7:57:46 PM
TRITONTHENIX_01,18841,TritonThenix,The Three Tritons,05/27/2023 12:00 AM,Muir Basketball Courts,"$1,412.50",,5/3/2023 8:06:14 AM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,18854,Undergraduate Women in Computing at UC San Diego,EDGE Closing Event,05/27/2023 12:00 AM,Qualcomm Room,$980.53,,4/24/2023 2:05:51 PM
TRITON_GAMING_01,* 18795,Triton Gaming,Triton Gaming Expo 2023: Day 2,05/28/2023 12:00 AM,"West Ballroom, East Ballroom, Price Center Theater, Price Center Plaza, College Rooms, Red Shoe Room, Bear Room, Forum","$3,592.94",,4/17/2023 12:56:33 PM
PROJECT_RISHI_01,18810,Project RISHI,UCSD Project RISHI Annual Banquet,05/28/2023 12:00 AM,Dolores Huerta - Philip Vera Cruz Room,$899.00,,4/24/2023 2:06:19 PM
TRITONES_AT_UC_SAN_DIEGO_01,18814,Tritones at UC San Diego,Tritones Mixing and Mastering Workshop,05/28/2023 12:00 AM,ONLINE,$150.00,,4/12/2023 12:15:21 PM
DEEJAYS_AND_VINYLPHILES_CLUB_01,18840,Deejays and Vinylphiles Club,DVC Presents: AMPHITHEATER (TBD),05/29/2023 12:00 AM,Epstein Family Amphitheater,"$4,238.20",,5/3/2023 6:48:20 PM
ARMENIAN_STU_ASSOC_01,* 18868,Armenian Student Association,General Body Meeting,05/30/2023 12:00 AM,Fireside Lounge,$415.66,,4/18/2023 9:00:39 PM
SOCIETY_OF_WOMEN_ENGINEERS_SWE_01,* 19896,Society of Women Engineers (SWE),Society of Women Engineers Year-End Banquet,05/30/2023 12:00 AM,The Loft @ UCSD,"$1,798.24",,4/21/2023 11:07:56 PM
ENG_WORLD_HEALTH_01,18837,Engineering World Health,Engineering World Health at Online,05/30/2023 12:00 AM,Online,$175.00,,5/10/2023 11:31:20 AM
UNDERGRADUATE_BIOINFORMATICS_C_01,18871,Undergraduate Bioinformatics Club (UBIC),UBIC Alumni Panel,05/30/2023 12:00 AM,Dolores Huerta Philip Vera Cruz Room,$549.53,,4/25/2023 10:09:21 PM
MUSLIM_STU_ASSOC_01,19879,Muslim Student Association,Pop Up Breakfast,05/30/2023 12:00 AM,Matthews Quad,$557.65,,5/1/2023 1:41:27 PM
ERITREAN_ETHIOPIAN_STU_ASSOC_01,19889,Eritrean & Ethiopian Student Association,EESA Picnic,05/30/2023 12:00 AM,Sun God Lawn,$272.41,,4/26/2023 7:11:55 PM
TRITON_SOFTWARE_ENG_01,19900,Triton Software Engineering,TSE SP'23 All Hands 2,05/30/2023 12:00 AM,CSE 1202,$846.44,,5/3/2023 6:46:51 PM
AMERICAN_CHEMICAL_SOCIETY_STU__01,17582,American Chemical Society Student Affiliates (ACSSA),ACSSA Week 9 GBM,05/31/2023 12:00 AM,Natural Sciences Building,$896.92,,3/6/2023 2:58:24 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,17604,Undergraduate Women in Computing at UC San Diego,What to Do in the Summer Panel/Workshop,05/31/2023 12:00 AM,Qualcomm Room,$30.37,,3/6/2023 2:58:46 PM
ASIAN_AND_PACIFIC_ISLANDER_STU_01,18800,Asian and Pacific Islander Student Alliance (APSA),Identity Film Series,05/31/2023 12:00 AM,The Loft,$300.00,,4/12/2023 12:15:59 PM
HOUSELESSNESS_SERVICE_CLUB_AT__01,18845,Houselessness Service Club at UC San Diego,End of Year Social,05/31/2023 12:00 AM,Earl Warren College Room,$120.00,,4/19/2023 7:58:05 PM
MIDDLE_EASTERN_NORTH_AFRICAN_S_01,19876,Middle Eastern & North African Student Association,MENA Gala,05/31/2023 12:00 AM,Stage Room & Patio,$893.48,,5/1/2023 9:51:53 AM
MULTIASIAN_STU_ASSOC_01,19884,Multi-Asian Student Association,MASA Grad Banquet,05/31/2023 12:00 AM,Student Center Stage Room & Patio,$820.58,,5/8/2023 9:52:26 AM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,18853,Undergraduate Women in Computing at UC San Diego,ACM x WIC Study Jam,06/01/2023 12:00 AM,Qualcomm Room,$702.00,,4/24/2023 2:09:17 PM
COMFORT_TONE_01,18865,Comfort Tone,Comfort Tone Spring Showcase,06/01/2023 12:00 AM,Original Student Center - Stage Room & Patio,$325.00,,4/26/2023 7:12:51 PM
PAKISTANI_STU_ASSOC_01,18869,Pakistani Student Association,PSA Banquet,06/01/2023 12:00 AM,Original Student Center - Dolores Huerta - Philip Vera Cruz Room,"$1,179.85",,5/8/2023 9:52:45 AM
AMERICAN_MEDICAL_WOMENS_ASSOC_01,19878,American Medical Women's Association,AMWA's Spring Picnic Social,06/01/2023 12:00 AM,Eleanor Roosevelt College Room in Price Center West,$297.66,,4/26/2023 7:13:11 PM
BIOMEDICAL_ENG_SOCIETY_BMES_01,19880,Biomedical Engineering Society (BMES),BMES Fung Family Mentorship Social,06/01/2023 12:00 AM,Powell-Focht Bioengineering Hall Rm 291,$374.75,,5/3/2023 8:07:30 AM
PREMEDICAL_APAMSA_AT_UC_SAN_DI_01,19887,Pre-Medical APAMSA at UC San Diego,APAMSA ALI Presentations,06/01/2023 12:00 AM,Price Center West - Earl Warren College Room,$123.22,,4/26/2023 7:13:42 PM
PREPHARMACY_SOCIETY_UC_SAN_DIE_01,* 18862,Pre-Pharmacy Society @ UC San Diego,End of The Year Banquet,06/02/2023 12:00 AM,Earl Warren Room @ Price Center,$491.48,,4/14/2023 11:48:57 PM
PILIPINX_UNDERGRADUATE_SOCIETY_01,* 19877,Pilipinx Undergraduate Society for Health,PUSH End of the Year Banquet,06/02/2023 12:00 AM,UCSD Cross-Cultural Center Comunidad,$499.78,,4/20/2023 3:10:23 PM
INDIAN_STU_ASSOC_01,* 19885,Indian Student Association,Study Social,06/02/2023 12:00 AM,Eleanor roosevelt college room,$169.00,,4/21/2023 1:00:12 PM
WOMEN_IN_BUSINESS_01,18734,Women in Business,Wibbie Awards,06/02/2023 12:00 AM,Dirty BIrds,$900.00,,4/17/2023 12:59:03 PM
ASSOC_FOR_COMP_MACHINERY_ACM_01,19881,Association for Computing Machinery (ACM),Deep Reinforcement Learning,06/02/2023 12:00 AM,Design and Innovation Building 202,$732.70,,5/8/2023 9:53:21 AM
OUT_IN_SCI_TECHNOLOGY_ENG_AND__01,19886,"Out in Science, Technology, Engineering, and Mathematics (oSTEM)",Queer Movie Night,06/02/2023 12:00 AM,LGBT Resource Center,$292.42,,4/27/2023 7:57:06 PM
UNDERGRADUATE_WOMEN_IN_COMP_AT_01,19891,Undergraduate Women in Computing at UC San Diego,Senior Appreciation Night,06/02/2023 12:00 AM,Qualcomm Room,$321.89,,5/1/2023 9:50:25 AM
INSTITUTE_OF_ELECTRICAL_AND_EL_02,19893,Institute of Electrical and Electronics Engineers (IEEE),Officer Pieing Social,06/02/2023 12:00 AM,Warren Bear,$107.00,,4/27/2023 7:57:19 PM
NANOENG_AND_TECHNOLOGY_SOCIETY_01,19894,NanoEngineering and Technology Society,NETS End of Year Banquet,06/02/2023 12:00 AM,SME 248 (ASML Conference Center),$499.26,,5/3/2023 8:08:04 AM
TRITON_NEUROTECH_01,* 19895,Triton NeuroTech,Triton Neurotech End of Year Banquet,06/03/2023 12:00 AM,2512 - Henry Booker Room,$482.72,,4/21/2023 11:21:07 PM
PHI_SIGMA_PI_01,19888,Phi Sigma Pi,PSP Spring Banquet,06/03/2023 12:00 AM,Earl Warren College Room - Price Center West,$338.86,,5/3/2023 8:08:46 AM
KOTX_01,19897,KOTX,KOTX Banquet,06/03/2023 12:00 AM,Multipurpose Room @ Student Services Center,$900.00,,5/8/2023 9:53:50 AM
ASIAN_AMERICAN_CHRISTIAN_FELLO_01,19898,Asian American Christian Fellowship,Seniors' Appreciation Banquet,06/03/2023 12:00 AM,PC Forum,$694.99,,5/8/2023 9:54:07 AM
INTERMISSION_ORCHESTRA_01,* 18842,Intermission Orchestra,The Intermission Orchestra Spring 2023 Concert,06/04/2023 12:00 AM,PC Ballroom West AB,$865.00,,4/27/2023 9:58:16 PM
FLYING_SAMS_AT_UC_SAN_DIEGO_01,18715,Flying Sams at UC San Diego,Banquet,06/04/2023 12:00 AM,The Forum,$767.45,,4/12/2023 12:22:41 PM
DULY_NOTED_01,18830,Duly Noted,Duly Noted Spring Showcase,06/04/2023 12:00 AM,The Stage Room,$300.00,,4/24/2023 2:06:59 PM
SPEECH_AND_DEBATE_AT_THE_UNIVE_01,19899,Speech and Debate at the University of California: San Diego,End of Season Banquet,06/04/2023 12:00 AM,SSC Multi Room,"$2,452.00",,5/8/2023 9:57:24 AM
TRITONES_AT_UC_SAN_DIEGO_01,* 19921,Tritones at UC San Diego,Christopher Pei,06/05/2023 12:00 AM,The Loft at UCSD,,,5/3/2023 6:40:35 PM
